gonna see run king thor??!!,0
might oast marvel movie,1
russos always produce best thor.,1
"good, divine level, literally!!",1
peter symbiote,0
running nostalgia! lol!,1
"final cut, im going upset.",-1
bro didnt escape botox,1
christ king!!,0
hype,0
im waiting iron man return video,0
garbage slop,0
bring crazy adoptive brother loki mix winner.,1
ready next 2 trailers...,1
wonder loki pop up. ill say this. since marvel movie peeked interest. hope hope movie aint nothing.,1
ok marvel pulling character back actor,1
know power doom thor knee begging allfathers,-1
"wait, mean thor killed???",-1
eye blue ?,0
starlord peter quill teaster,0
know thing serious thor praying dad,1
"excited avenger doomsday! ive seen every mcu movie, every marvelsony movie, every marvelfox movie, every live action disney show well agent shield, runaways, cloak dagger, hellstrom, gifted legion. curious anyone else seen everything like me? would love zoom team meeting seen everything go forward there.",1
thor going die movie,-1
thor thanos he never fought twice. thor doom prays,1
,0
meanwhile realize strongest one asking strength....we cooked,1
rune king thor?!?!?!,0
thor cant wait avenger doomsday,1
dont care,-1
kadavule ajithey,0
"people move on, but not us.",0
ita real madrid?,0
"december, lol",1
ohhh... he gonna die isnt he?,-1
thor back avenger doomsday,-1
marvel phase 5 fails. og hero couldnt live failure. bring you? back me.,0
,0
"cant believe thor praying one true father jesus christ, cant wait cameo",1
short hair thorrrrr,0
thank video,1
"yh got serious thor back, he dropping timer one liner yh prepare peak fiction people",-1
spoiler not movie,0
hero back,1
"beginning doomsday, really hope dont show doom annihilating kang bc honestly, wouldnt much surprise impact since already defeated one weakest avengers, ant man wasp wouldnt feel like threat way thanos came demolished hulk seconds. need doomsday start dr doom annihilating planet timeline dire",-1
mighty thor back!!!!!!,0
x men trailer best,1
hey marvel... let never theater trailer rollout mess ever again.,-1
"ill say prayer well written, might good sign",1
"marvel back director joe russo, anthony russo, directed avenger movies.",1
put thor title.,0
man bot,0
doom got man stressing,-1
see top comment actually said originally?,1
yeaaaaaaaaaaaaaaaaaaaaaaaaaah,0
"return home her. not warrior, but warmth. teach not battle, but stillness. kind never knew. god gonna incredible",1
doctor doom steal every hero child come together fight him.,-1
got new year resolution stay alive till december 18 2026,1
yup getting oden force dying,0
rune king thor inbound.,0
got daughter now?,0
going see rune king thor,0
peak writing.....,0
,0
oh he totally gonna die time,-1
getting rune king thor???????,0
"brooooooooooooooooooooooooooooo, goooooosseeeebumpssssssssssssssssssssssssssssssssssssssssssssssssssss",0
"im still not psyched this. dont know why, but im not excited anymore.",-1
im cry,-1
need hulk,0
welp let see happens doomsday see loki,-1
lame teaser,-1
thor dy movie know im coming marvel,1
"long ad dont love thunder thor, good time!",-1
"thor casually killing multiple enemy thor 1, facing hulk ragnarok smile. but serious like this... probably broke much.",-1
still not better black ops 7,-1
"chris every word spoken, feel godly coming god thunder",1
"next trailer dramatic music, kitchen, freshly prepared ingredients, close chef hat, slow pan across lit stove fade black. text fade shawarma return avenger doomsday",1
"bro release actual trailer already, teaser who going movie, kill multiverse thing youre it, ruined endgame it.",-1
one enemy box office number,-1
going die,-1
infinity war thor back quickness!,-1
thanks marvel return favorite hero,1
please get little back serious thor? comedic moment great but much reduces character undermines everything he,1
viewer number wont recover avenger doomsday,-1
stormbreaker back!!! 3,1
hemsworth beloved,1
variant thor see scar eye 059,0
deadpool thor cry,-1
going incredible film,0
thora cry,-1
"doom kidnapping children. im putting now. holding franklin richards power cosmic post credit first steps. steve rodgers trailer revealed steve peggy child im guessing somehow powers, possibly related steves exposure infinity stones. teaser indicating thor adopted daughter, love appeared short cosmic power love thunder part story. guess doom planing harness childrens power dominate multiverse.",1
finally decided serious fearful ask prayer.,-1
handsome muscular man,1
wonder main mcu character ever son. steve peggy daughter also im going roll eyes.,0
thor cry thats,-1
he not joking,-1
finally o.g avenger showed,0
"almost sound like christian prayer obviously not right god, but element",1
tbh nothing worse last movie hope,1
please 3 hour long. ik sure great time movie theaters. lit let go marvel,1
ok give hope,1
feel power thor!,0
must kind pattern marvel attempting tell us.,1
atleast not fat xd,-1
cant wait,0
"god thing over, boring.",-1
superbowl promo going lit,0
dr doom child kidnapper better not true far plot aint going but possibility considering marvel done best villain recently..,1
"finally, love marvel",1
thor wont back raise child.,0
didnt like lose eye? hows back?,1
oh god he gonna say oh god he gonna say bring tha bring dooooommmmmmmm!!!!!!!!!,1
couldve kept month year might dead,-1
im really looking forward watching it.,0
really wish dont bring back stupid cringe humour. hope movie adult instead kid,1
kind evil doom thor praying odin strength?,-1
,0
quiero que avenger doomsday sea musical completo,-1
serious badass thor. thats im talking,-1
clock tickens.,0
,0
marvel entertaiment,1
"wonder interaction loki go, considering havent met since endgame switch loki took tesseract.",0
mcu died thanos.,-1
wish time stone could see upcoming movie. waiting badly,-1
marvel entertaint,1
dump cap teaser,-1
who next?,0
doom powerful thanos?,1
doom going around stealing kid power huh,-1
much gog war 2018 vibe huh,-1
"think found pattern here. steve child first teaser. thor praying little girl one. third one ?? tony, dr doom, seeking something beloved child.",1
man marvellllll....,0
short hair thor back.,0
marvel entertaimens,1
wednesday. odin day see marvel,1
coming rdj,0
ok. im sold.,1
"gotta serious dont want lose daughter, already lose parents, home, friends, brother, eye, hammer, true love",1
true fan let give one chance well watching comeback marvel cinema universe avengersdoomsday,1
"desperate marvel is, call retired actor",1
"oh! taking thor seriously again, we? thats quite good see. especially taika waititi thor slop blunder. ill destroy mythology less minute. whoops, turn aiming career. trailer honestly come apology mess movie made. let honest, cant blame taika waititi, avenger endgame slop hands.",1
trailer far fatherhood. perhaps doom form tony whose hatred linked not able see daughter grow up.,-1
everyone dy end,0
people think ai profile picture suck gather,-1
dear god please let actual movie colour grading cinematography trailer,1
arent gonna retcon child picture? dang,0
love thor,1
focus child continues.,0
ok marvel got one. im little hyped now.,1
2026 gonna banger world cup gta 6 also many exciting events.,1
five hour ago? future uhh come back year rewatch yea?,0
hair cut,-1
thor cry yall,-1
hope movie 4 hour long,1
one hit hard father sons.,-1
"latest clown show triggered attack spanish shame, even hard believe accept could return normal play.",-1
beautiful trailer. side thor needed. raw real. hoping mcu back,1
come boy greatest powerful avenger thor,1
keep thor serious,-1
yall gonna show thor like supposed make excited character really interesting wanda thor isnt nun special lol crazy not showing actual movie must bad still not getting anything,1
absoluto cinema,0
call cinema thanks marvel handing big project russo brother one actually really seriously know handle,1
wanda aa jaye bass mja aa jayega,0
die doomsday secret war 99,-1
doom gona vecna. he gona steal everyones kid sure.,-1
showing u coming long time?,0
road lead doom,-1
"thor god war vibes, love see it.",1
solggiers,0
gonna flop. no beat peak epic vibe infnity war,-1
watched less day gather,0
,0
finally watch let freaking goo!!! im officially excired movie,-1
leak ruined everything,-1
ive seen thor definitely going watch doomsday,-1
let go thor back,0
cold.,0
hope batman return doomsday,-1
really hoping reunites loki one last time final glorious battle,1
exactly multiverse suck . nothing actually matter,-1
please dont let kill goat,1
know something serious get thor praying infinity haircut,-1
prime thor back guys! cant wait see himmm,0
"oh great, another comedy film truly. someone need get thor screen dont dry humor every 10 seconds.",1
guess theyre becoming father,0
behold god thunder,1
finally getting thor isnt but others joke massive joke overall.please!?,1
iron man return avenger doomsday waiting see.,-1
"yep, thor gonna die movie",-1
"last one shall iron man, boy earth exploded",0
yus please! bring first gen marvel hero,1
"ive fooled many times! sorry marvel, but dont trust brand anymore. honest opinion, shall flop! yes, itll make money but itll probably like superman 2025... mid, mid.",1
countdown diabolical,0
biglarry1993 feel free to... need buy ticket asap,1
loki v dr doom go history,-1
cant wait yay,1
zzzzzzzzzzzzzzzzzzzzzzzzz,0
shehulk?,0
finally!,0
cant waitt,0
"oh god hear loki theme, come brother, niece.",1
hope doom kill kid,-1
"ngl know cash grabby but, dang.",0
pre thor death,-1
"thor short hair infinity war, ragnarok",-1
"easy forget thor one tragic mcu character point he lost parents, hammer, warrior three comrades, asgard destroyed, half people slaughtered thanos, thanos snapped loki neck front thor, watched thanos murder heimdall, ultimately failed stop thanos enacting snap going chest instead head, spent five year drunk depression turned fat, lost fellow avenger iron man, finally true love jane foster died cancer arms. basically everyone thor ever loved died. yeah, not going play around come face face doom.",-1
wish black widow wasnt dead . would badass,-1
kratos win thor,1
bring back gore make actually look alien like comic cool intimidating. give real shadowy necro sword,1
,0
avenger god war,-1
yohoo,0
marvel pulling break case emergency bringing back cap thor,1
thor return,0
"lord, help get one",1
spongebob return avenger doomsday,-1
street thing season 5 volume 3 trailer doomsday,-1
"thor want see hear, not goofy funny thor cracking joke time. infinity war thor best!",1
time movie bomb,-1
ok doom powerful child multiverse,1
god thunder returned!,1
leaked already but still awesome,1
"hope get serious thor, like comic",1
chill,0
x men trailer better one sure,1
axe shaking look like prop . but ok guess well see come,1
yall know serious bro get infinity war trim back!,-1
know must incredibly serious even thor worried praying miracle,1
smart move prayer odin like norse mythology.,1
og haircut back!!,0
everyone suddenly stepping fatherhood propaganda sudden. mothers?,-1
oh yeah he dead,-1
"father, please...undo taika waititi let return not joke, but warrior",-1
thor praying know doomed,-1
kill thor movie,-1
bro people leaking trailer marvel channel,1
look like russel cowel gladiator,1
thor people want. speech gave goosebump,1
look like not gonna goofy anymore. thank god james gunn waititi marvel hopefully take lame style influence mcu taken seriously mature heal,1
thor going go absolute beast mode. word heard valhalla see thor finally unlock odin force passed odin died.,-1
future watching comment yaaa big fan marvel,1
ive already lost track whats going avenger last 5 year p,1
"love this! im father struggling internal battle want son know peace, stillness not fight battle fought still fight today. cant wait see this!",1
clock ticking doomsday.,-1
insane. get serious out.,-1
"thor always be, lyrical warrior.",0
bring doom!!!!,0
please get back actual character take seriously again???? im begging substance,1
thor back og haircut primee,0
really gave god war 2018 vibes.,-1
woah,0
hope noobmaster69 return thor video games.,1
characters?,0
"hopefully put bullet head marvel decade ago. endless slop bright colors, simple plots, beating dead horse stop coughing money. no better hellraiser",1
hype sure hope isnt bun released,1
tuff twin keep,0
singlehandedly best movie cinematic history.,1
aaahhhh....marvel uploading teaser back back tell cooked theyve become leak,-1
"everything marvel phase, cant take thor seriously.",1
cringe,0
"year spectacular bad decitions started something good.... im proud, shame them, studio rgb movement batter sirious pictures. thank u lose 2k25 garbage u decide aprove engage us.",-1
finally og avenger back kind without disney wokeness hopefully,1
know cooked god praying,1
iron man not return avenger doomsday but,-1
bro u gotta release one year earlier like,1
thor cry,0
took big marvel break endgame. movie excited,1
bad feeling one...,-1
"serious, serious enough cry deadpool.",-1
soooo youre telling me... thor croak,0
going underperform box office big time. marvel running fume year now. convoluted mess story character people dont care about.,1
wow failed establish anything successful new character bring back old ones. ironman trailer next. joke.,1
good see,1
,0
recon last movie thor,0
trailer hit different. imagine dropping around father day.,0
old king thor vibe,0
sound like optimus prime?,1
later spiderman secret war,-1
doom even god praying,1
short hair thor!!,0
thor kratos now.,0
wonder he going go adventure self discovery again?,1
"beta ray bill, marvel clock ticking",0
30december 2025,0
get here? literally no sequence movie led film. cash grab serious plot holes.,-1
trailer making feel like kid again. hype real!!,1
thor 5?,0
dont get hope up. disney ruin everything. film no exception.,-1
desperation look like.,-1
real official drop half leak,-1
peak cinema,0
trailer character story 52 actor 52 week 1 trailer per week,0
"finally serious thor need right now! dont keep u waiting, doomsday.",-1
finally marvel thank you!! know hard stay away leak click bait leaker supporters?! excelsior!,1
cant wait,0
movie isnt 3 4 hour dont want it. jk ill still watch but build up. build secret war,-1
please aim head please aim head please aim head please aim head,1
"mcu , remember ? goofy stupid cringe joke whenever possible. trailer complete lie",-1
show trailer?,0
marvel realized newer character werent compelling enough carry film.,1
alien praying another dead alien strange.,-1
odinforce thor gonna,0
"release free youtube, going flop anyway.",1
doom threatening child mcu? kid certainly seem theme running teaser end fantastic four.,-1
got god war vibe haha,1
loki x thor reunion,0
"ugh, every trailer get less excited",-1
thor fan assemble,0
absolute cinema,0
thor knew comic,0
im waiting till release trailer scarlet witch return doomsday,-1
im waiting x men trailer,0
know bad one god team praying,0
"agree way better steve trailer. thor desperate here, but steve trailer made feel like marvel desperate",1
casting robert downey jr. dr. doom foolish decision.,-1
next hulk return...not bruce banner.,0
im watching second,0
nothing compared endgame,0
"gorr thor....thank taking care daughter. odin true warrior, not vain greedy cruel boy...",1
iron man next..,0
"steve rogers back, robert dj also, black widow coming back?! thor look good. thats gonna good movie",1
,0
may terror doom prevail,-1
going great battle,1
5 hour gang wya?,0
want doctor strange,-1
thor cry ?,-1
trio back love russo brother,1
hope world hero dont fight rest peace mind.,1
used go movie see every marvel movie but many bomb marvel. not interested.,1
chris hemsworth coming back avenger doomsday thor,-1
desperation cant crazy,-1
"eh,,, full trailer?",0
not short hair,0
rune king thor v god emperor doom!!! let go!!!,-1
let go he got vade back,0
"strongest one praying allfathers,something big cooking,this man giving chill rn infinity war",1
got kid what?,0
giving kratos energy missed thor honestly.,1
,0
desperate marketing.,-1
mah bois!!! im hyped one!!,0
epic new year,0
even god need pray gain strength. doom gonna real menace.....,1
"bringing back old character loved new one suck know itll make easy money seems desperate me, doesnt make hype see tbh. see theyre ill happily pirate one.",1
wait trailer doom,0
feel like gonna get teaser every character,1
confirm wanda.... xd,1
peak avenger,0
brooo want daisy johnson one scene least,1
thats goat,0
fav,1
"everything failed, bring back real one",-1
"father, undo taika done must undone made dun dun",0
happy new year !,1
pretend surprise!,1
thor asking power. cooked,0
so... real new avenger old avengers...,0
one guy tiktok right plot,0
way im praying not flop,1
"whats next, savage hulk return avenger doomsday?",-1
im big fan mcu really appreciate ur work hope come soon trailer masterpiece love u marvel,1
hope go head time.,1
hoping hed better beard time around,1
"name thor odinson, killed father. prepare die.",-1
"id always assumed mainly due surviving multiple impossible thing already, like direct hit star etc. thor actually already thorforce.",1
thanos return avenger doomsday,-1
im looking forward see next year thor. cant wait see happens thor loki reunite infinity war.,0
really hope keep tone trailer movie itself. really need feel like doomsday,1
stupid trailer,-1
"second clock go till 54, 6 second meaning 6 og avenger might seen",0
"whats interesting doesnt seem like daughter abducted, but rather was, since speaks returning her. could taken battle world?",-1
word way delivered beautiful,1
"india rose hemsworth reprising love shocking chris evans reprising steve. chris hemsworth said hoped daughter would live normal life not get caught much acting. also, timer still giving chills.",1
106 feel like theatre cheered crowd like 2019 like andgame,1
"doom behind broken timelines. thats loki well. tva never kangs, but dooms.",1
thor odinson return doomsday,-1
not yet rated? could first rated r avenger film???,0
drunken thor back,0
starting think plot doom going around kidnapping avenger kid,-1
leak scaring .,-1
seeing short hair thor give goosebump,0
thought full first trailer avenger doomsday.,-1
thor fandom rise up!!!!!!!! better put respect name one,1
far love dialogue gave thor here. cant wait see doom.,1
idk im kinda excited worried cause much mess mcu been.,-1
"wish theyd let thor actually keep long hair lol. short hair, see chris hemsworth",1
thor know. not taika waititis crap.,-1
want see one last line. tony stark return avenger doomsday,-1
107 eye blue? thought one brown eye another blue eye,0
get one rocket loading weapons. no talk that.,-1
witchcraft,0
"keep seeing thor return, cap return... return gonna 20 min screen time",0
thor better not die,1
know cant prevent leak point wade wilson,0
weaowe week,0
whyd cut hair again?,-1
might see thor odin force,0
let goooo!!!,0
eye color? missed something?,-1
feel cat world gargi kalu,0
trailer made want go see,1
let gooooo,0
thor redemption taika waititi thor 4 smh complete unfunny show,-1
clobbering time!,0
thor kratos arc,0
feel like god,1
finally good thor!,1
pogchamp,0
need see sell dr. doom,-1
last chance film must epic,1
exactly wanted see,0
deadpool dy,0
father save mcu ?,1
"ok basically mr fantastic kid, steve rogers kid, thor kid, not mention iron man kid. hmmmm",1
cant wait black widow somehow return,0
im waiting spiderman return avenger doomsday,-1
"bro, doomsday going epic?",-1
rune king thor soon?,0
doomsday,-1
get permission like video thousand time?,1
get moon knight return avenger doomsday please??,-1
short hairlocked thor,0
really hope get see god story loki,1
"beard, axe, child. dad boi",-1
might well shouldve showed u june next year point lame ahh teaser,-1
thor weak dr.,-1
give u rune king thor secret wars. want see multiversal steroid taking place new father restores asgard former glory.,1
yesssssssssssssssssssss,0
villain powerful thor become serious serious,-1
fear hyping movie,-1
"promise thor will, yet again, humiliated upstaged grrrllls. marvel committed message good entertainment.",1
got goosebump,0
trailer vision doctor doom keep avenger trapped.,-1
would love come back original long hair first thor movie.,1
who mother child??????,0
feel surreal see serious thor used comedic thor.,1
taika watiti take note,0
finally thor not making joke,-1
loki definitely watching pray,1
thorrrrr,0
good see thor still stormbreaker.,1
half expecting walter white return avenger doomsday,-1
moving away sad piano music trailers? know another silly movie,-1
32 min,0
"tired saga, please end it.",-1
nice,1
going get thor odinforce,0
"teaser focus fathers, killing tony, savage.",-1
teaser could setting u worst marvel movie.,-1
need wanda back,0
yeahh thats good,0
oh no even hotter thor back plzzz,1
thor,0
"drop trailer, individual trailer like snyder justice league boring waste",-1
112 1 e 17ber 02020,0
marvel going mad month uploading trailer,-1
im going assume doom gonna kidnap powered kids. love daughter thor james rogers franklin richards nate summer tchalla maybe even morgan stark,1
ohh boy ... desperation tone touching,-1
rune king thor,0
"super hyped movie but thor definitely dying, right?",1
loose hair become bald. thor 2026,-1
show glimpse rdj doom,-1
"real here, way better cap introduction",1
theyre really showing trump card first huh? well work,1
010 think cant handle big surprise u,1
one look better steve rogers one got.,1
leak right ? good one,1
manifesting get teaser like wanda,1
crap still going,-1
dr. doom v thor. round 1!,-1
siuuuu,0
thor sounding like kratos,1
got kid wth,-1
thor cut bulk,-1
"yes bro, omg hope movie peak",1
one noticed speech exactly ai trailer floating around? thats kinda weird,-1
feel like going every hero clock hit zero,1
keep end saying iron man return but robert playing doom wondering iron man end returning doomsday potentially hologram like end end game,-1
thorrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,0
getting interesting,1
kid time lazy hell,-1
bring doom,0
"gonna one stand movie, gonna get old waiting final battle ?",-1
"think time og fan assemble too. hear stan lee, one time",0
,0
one gonna hurt,-1
,-1
"dont portray thor weak charector movie please , king deserves ultimate powerful doom",1
"superheroes getting child trope getting boring. first iron man, thor.",-1
thor back,0
going peak could cry,0
hawkeye jeremy renner?,0
bros assemble!,0
"father, please give u thor wish for.",1
thor eye color?,0
first steve rogers thor return avenger doomsday. awesome! wonder else return.,1
sheesh man reminds billy going wizard rock eternity guidance. time divine hero hit knee prayer instead popping led zeppelin cassette.keep russos,1
yo 5 hour movie better rock,1
known would short hair but not realized doesnt hold deadpool cry tva screen,-1
wanda not return all? shame!,-1
countdown timer give serious time run vibe,-1
nostalgia begging.. pleeeease buy ticket good character bait switched you!,1
"captain baby, thor kid, ... guess next teaser gonna show",-1
taking thor seriously. thats want.,-1
forr getting feel excitement dont u?,1
deep,0
didnt lose eye? must missed plotline somewhere.,-1
,0
im talking about. weight it. goosebumps.,0
darker thor want! doomsday slap harder smith oscars.,-1
bring thunder,0
scene next heed word astonishing,0
"time, aim head.",0
se viene thor odin force? 3,1
dare youtube hide 4 hours!?!?,-1
"cinematography definitely gone notch. loving far, cant wait xmen teaser.",1
hell yeah thor gonna retire,-1
soo cooked enemy made god pray knee,0
"please let infinity war thor, not fat pathetic thor endgame jokey idiot thor love thunder. character right dont all.",1
yeah he defo dying,1
seen trailer x like week ago thought fake,-1
missed thor,-1
serious thor back!!,-1
yes thor return im excited doomsday,1
good see thor taken seriously absolutely humiliated last movie,-1
"guy late ,we already seen footage hd thanks ai rendering , one thing give u full 3 min trailer stop movie release fyi also saw next xmen cyclops teaser, none u hyped next teaser",-1
since thor cut hair again?,-1
"odin may not hear, but loki sure hearing prayer!! peak monumental!!",1
feel he gonna die,-1
"doom pick gods, asgardian, pray mercy. none but doom.",-1
cant control leak no,-1
"went back infinity war cut, nothing matter apparently",-1
take long. actor not getting younger know,0
"wow, serious dialouge, long wide shots. marvel finally learn thunderbolt cinema? rdj still deal breaker.",1
"timer 11,5 month ridiculous.",-1
thor return avenger doom day. hell yeah !!,-1
turned kratos. let flipping go!,0
early ig,0
first time since endgame marvel movie got excited again.,1
firat steve thor next iron man,1
russos saving thor again!,0
something bad going happen,-1
true fan click soon pop feed . let know,1
"3,5 milj watch trailer 4 hour crazy",-1
gonna best movie century,1
doom crush,-1
finally no goofy thor,-1
thor isnt fighting save world he fighting save daughter!!!!!,1
thor die?,-1
"im sorry but cannot take guy seriously anymore, ruined him.",-1
releasing trailer whole year away crazy,-1
finally serious,-1
"might me, but cant really hear saying?",0
man movie finally contrast instead flat grey look. loving,1
hero watched video less four hour gather,1
who thor wife then?,0
freddy fazbear return avenger doomsday,-1
ai,0
cringe...... subverting core character ethos played,1
"whatever, waiting doomsday reveal trailer",-1
11 month okay dead,-1
stop letter boxing trailers. not necessary make look worse one wider screens.,-1
fan return avenger doomsday marvel hope probably.,1
ah wahdis? daiper avengers???!,0
"idhu teaser , errakunanga paathiya thalaivana",-1
"okay, im gonna say it. trailer alone favorite thing thor mcu. marvel truly wanted show werent going make mistake love thunder making character funny. even hemsworth one point said regretted playing character seems like parody himself. chris marvel really want make sure get thor supposed be. honestly, throughout whole trailer, couldnt help but think going like meet tva version loki.",1
always knew thor would great dad.,1
nothing special,-1
thor worried,-1
ogs back....hell yeah! iron man doom going diabolical.,-1
xmen trailer,0
yeah thor return money come grow kid stop watching nonsense come reality improve urselves make something,1
know facing marvel biggest hater even thor scared may not survive.,-1
"thor need, not joking imposter love thunder",1
thor god thunder,1
kind thor like. people skyrocketed ragnarok. but always thought lacked gravity thor have. result love thunder got absolutely filled silly humors. thor always serious heavy hitting character,1
daughter ?,0
"heathen, please thor properly least. give respect god religion",1
gonna sick.,-1
thor aint making first act movie,0
yaaaaasssss!!!!!!!!!!!,0
back man,0
gonna fire,-1
literally ear voice thor get goosebump,0
who voiceover thor hindi,0
sure avenger doomsday mostly revolve around time.... loki doctor strange might get dividend...,-1
"thor fighting get back kid? give u bring doom scene please, need see god thunder",-1
yeah one,1
im genuinely scared,-1
dueeede,0
doom got thor praying,-1
suddenly sadie sink role still unknown great no maybe somehow ai gonna start rumor peter parker maybe young aunt may,1
seems like focus movie father kid,1
marvel peak desperation mode.,-1
gonna aim doom head oh yeah!!!,1
alive december 18,1
casting rdj mistake.,-1
thats like it!,1
ay 4 hr w cant wait anymore man,0
hi,0
let kill properly time.,-1
theatre 1 day?,0
brother sun shine u billion dollar scene right bring time wielder loki. everybody would react way like cap got hold mjlnir,1
think whole marvel come dr doom,0
oh,0
may sun shine,0
much aura.,0
"thor praying, warmer color palette, emotion script acting. listen me, gentlemen, thor going aim doom head going best portrayal character date.",1
4 hr gang,0
"seconds, minuets, hours, days, weeks, months, years, decade random man named henry saw ending trailer.",0
bro really releasing everything but actual movie,0
look like thor knew. awesome.,1
thor return,0
"captain america, thor, fantastic four, gonna main player kid now. think child might bigger part plot expect",1
let original avenger return end,1
like hemsworths daughter avenger movie,1
"marvel spent year turning thor bumbling idiot. like, mcus homer simpson. forgetting now? eye scar replacement eyeball? assume yet another universe accept.",1
avenger assemble,0
"dude im waiting year movie, gotta greatest movie ever produced",1
oh he definitely gonna die one two movie,-1
"bro, goosebumps. im hyped next year installment avenger",0
,0
infinity war thor returned,-1
doom hunting child????,-1
"manifesting watch avenger doomsday, becoming chartered accountant 2026.",-1
112 doomsday clock.,-1
editor get ready,1
forgot movie gonna come existed,0
4 hour ago? watched like 20 hour ago?,1
he not gonna walking joke again?,1
ok but doom announce foot dive?,-1
thor returned true form defeat doom,-1
look like b c roster finally abandoned. thank god.,1
eh,0
"way creating hype movie, doubt going end single one. suppose going multipart movie, maybe 34 part time unlike avenger infinity war endgame 2.",-1
movie gonna epic sure !!!,1
bring doom mode ahhhh,-1
thor finna crash,-1
t full year,0
weird seeing another channel trailer actor,-1
second avenger teaser gta6,-1
blue eyes? different thor,0
guy sadly theater but website,-1
loki doomsday too?,-1
"thor, viking god thunder would never pray anyone. whole problem odin, not pray look him. tor pretty far christian since vowed kill christian sagas. movie got wrong foot me. seems like hollywood trash tbh",-1
ill damned,-1
almost like turning 2nd best character joke wasnt good ideaglad see theyre taking thor seriously again. missed this.,1
3m view 4hours insane,-1
marvel prime comeback,1
finally good thor monologue!?!? give hope,1
whose brilliant idea putting teaser theatres?,1
love thor win thor,1
finally real version thor,0
hey yall gone make cry,-1
he back,0
excited,1
"trailer 60 second long yet emotional depth entire story, thats something!",1
thor never asked father help battle thanos. fact show much threat doom going be.,-1
,0
yooo birthday 18th december,0
far cant wait,0
goose bump every time! watch trailers!,0
assemble,0
know mean busines hair cut.....,0
favourite return,0
cant wait x men,0
last year marvel horrendous theyre bringing everyone back phase 1 2.,-1
trailer look good but cant see movie good.,1
definitely written me.,1
serious thor always good see,1
please dont goofy like superman,0
impactful moving prayer thor father. grown man tearing emotional,1
doomsday feeling like apocalyptic event prayer get see,-1
next year!,0
peak,0
2026 going cook,0
dad return avenger doomsday?,-1
finally quit clown mode went back god mode,1
thor crying??,-1
"3.412m 4 hour ago 355k 5.2k 14.305 comment every easer returning member,lets go!! back seriousness",-1
mvp time?,0
bro 7 hour,0
hapoend womens team? crawling back old cast?,0
released birthday.,0
went head,0
"ok, next xmen. already leaked, so...",0
"im genuinely excited avenger doomsday, but tbh almost no buildup except like.. 4 movie disappointing.",-1
"bruh, 12 month countdown clock diabolical",0
better bring wanda back,1
viktor von iron man kill thor one,-1
go head time odinson,0
know avenger cooked doctor doom got thor praying,-1
mujhe aisa kyu lag raha hai ki thir marne wala hai,-1
enless river slop,0
please please pleeeeaase give u serious thor not atrocious goofball thor got love thunder make movie endgame worthy yall cause every marvel come recently looked like hotdog water,1
rune king thor?,0
russos made thor legendary infinity war. glad see bringing version character back doomsday.,-1
thor return avenger doomsday aka avenger neverendgame.,-1
thor ki fielding set hai !!,0
god thunder return even powerful ever,1
thor...,0
short hair thor back let goooo peak cinema incoming,0
im starting think thor daughter end like god war video game son,-1
thor best iron man,1
"pretty telling marveldisney tried retire original character bring new ones, scrap plan bring back old character drum hype.",1
im assuming next week someone else,0
wouldnt surprised dr doom defeat loki take throne build battle world lose end grand plan remains.,-1
evanmeirweber remember said fake leaked one last week? are..,-1
aa gye ga maza,0
finally got ragnarok thor back!,0
please dont make fool again.,-1
thor baby? excellent. dude get daddy learns feel like change daughter man never knew could be.,1
please please pleeeeease dont dei slopppp. get back basic. call concord 3,1
guess leaked thor audio fake,-1
rip thor die,-1
satisfaction,1
let gooo,0
like,1
"comes, tell youll let father, tell",0
next trailer like spongebob doomsday,-1
absolute thor,0
"im guessing child is, rr?",0
hell yea ! marvel coming back life!,-1
oh yeah.......thors sadly dying alright.....,-1
please give u thor deserve,1
kratos vibe,0
birthday ..lesssgoooooooo,0
avenger assemble,0
coming next december!!!,0
pure goosebump,0
dr. doom instill fear thor mad titan,-1
5hr gang.,0
wish doomsday win he robert downey junior xd,1
favourite superhero time returning god thunder thor,1
6.5 year see,0
whole year,0
wish movie keep tone but know nthey wont,1
captain america steve,0
want loki return next,1
notice time say thor return but last one said steve rogers return,0
bring doom,-1
button hero 5million view day.,1
peak cinema coming next cyclops trailer fast,0
thor orange eye?,0
"cant wait inevitably see thor reunite loki, know coming.",0
bet doctor doom tony stark lost daughter turned evil.,-1
"rip thor, welcome rune king thor! lfg",1
"thor god thunder treated like , specially long chris stay thor , till 90",1
11 month,0
dont worry bro loki gots,1
trailer really good always but problem lack proper setup,-1
not odin but brother surely listening words....saviour multiverse loki,1
"trailer make think wait released disney plus. not excited, not one bit.",-1
bro setting new avenger child,0
"3 kid hero already hinted topic related doomsday dr doom .. reed sue son, steves child, thor daughter.. who next? thats make think kid would make significant plot movie..",-1
thank god serious tone short trailer,1
bouta movie century,0
made,0
best,1
"feel like going father saving child narrative. like reed richard son, showed last teaser captain america child, thor daughter, hulk son, too. feel like doomsday would saving children.",1
"thor hint significantly fascinating steve rogers unveiling. thor solemn tone scene something hope maintains throughout film, especially adoptive daughter abducted.",1
thor steve v doom equal absolute cinema,-1
thank god he serious. not stupid joke.,1
dont make like love thunder.,1
knew cant control leak anymore,0
"praying erase godawful love thunder, prayer ignored",1
bring back kang 017,0
golden day come,0
vote ironman return,0
